Groups:
c_DOUT[7..0] =, c_DOUT[7], c_DOUT[6], c_DOUT[5], c_DOUT[4], c_DOUT[3], c_DOUT[2], c_DOUT[1], c_DOUT[0],  hex

Data:
time unit: ns, o_sdi, o_sck, p_available, c_XCLK, c_PCLK, c_SCL, c_SDATA, c_HREF, c_DOUT[7..0], c_DOUT[7], c_DOUT[6], c_DOUT[5], c_DOUT[4], c_DOUT[3], c_DOUT[2], c_DOUT[1], c_DOUT[0], ASYNC_FIFO:fifo|d_available, ASYNC_FIFO:fifo|r_en, ASYNC_FIFO:fifo|w_en, LCD_SPI_CONTROLLER_RUBIK:lcd|LCD_SPI_MASTER_IMPROVED:spi|o_busy, LCD_SPI_CONTROLLER_RUBIK:lcd|current_state.c_DATA, LCD_SPI_CONTROLLER_RUBIK:lcd|current_state.c_GOTO11, LCD_SPI_CONTROLLER_RUBIK:lcd|rst_coord, 
0, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
39970, 1, 0, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
39975, 1, 0, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
39980, 1, 1, 0, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
39985, 1, 1, 0, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
39990, 1, 0, 0, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
39995, 1, 0, 0, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40000, 0, 0, 0, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
40005, 0, 0, 0, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40010, 0, 1, 0, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40015, 0, 1, 0, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40020, 0, 0, 0, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40025, 0, 0, 0, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40030, 0, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40035, 0, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40040, 1, 0, 0, 0, 0, 1, 1, 1, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40045, 1, 0, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40050, 1, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40055, 1, 1, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40060, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40065, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40070, 0, 1, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40075, 0, 1, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40080, 0, 0, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40085, 0, 0, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40090, 0, 1, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40095, 0, 1, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40100, 0, 0, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40105, 0, 0, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40110, 0, 1, 1, 0, 0, 1, 1, 1, AD, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40115, 0, 1, 1, 0, 0, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40120, 0, 0, 1, 0, 0, 1, 1, 1, A1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
40125, 0, 0, 1, 0, 0, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40130, 0, 1, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40135, 0, 1, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40140, 1, 0, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
40145, 1, 0, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
40150, 1, 1, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
40155, 1, 1, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
40160, 1, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40165, 1, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40170, 1, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40175, 1, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40180, 1, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40185, 1, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40190, 0, 0, 0, 0, 0, 1, 1, 1, AD, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40195, 0, 0, 0, 0, 0, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40200, 0, 1, 0, 0, 0, 1, 1, 1, A1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40205, 0, 1, 0, 0, 0, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40210, 0, 0, 0, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40215, 0, 0, 1, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
40220, 0, 1, 0, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40225, 0, 1, 0, 1, 1, 1, 1, 1, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40230, 0, 0, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40235, 0, 0, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40240, 0, 1, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40245, 0, 1, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40250, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40255, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40260, 0, 1, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40265, 0, 1, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40270, 1, 0, 0, 0, 0, 1, 1, 1, 8D, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40275, 1, 0, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40280, 1, 1, 0, 0, 0, 1, 1, 1, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40285, 1, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40290, 0, 0, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40295, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
40300, 0, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40305, 0, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40310, 1, 0, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
40315, 1, 0, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
40320, 1, 1, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
40325, 1, 1, 0, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
40330, 1, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40335, 1, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40340, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40345, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40350, 0, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40355, 0, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40360, 0, 0, 0, 0, 0, 1, 1, 1, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40365, 0, 0, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40370, 0, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40375, 0, 1, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40380, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40385, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40390, 0, 1, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40395, 0, 1, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40400, 0, 0, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40405, 0, 0, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40410, 0, 1, 1, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40415, 0, 1, 1, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40420, 0, 0, 1, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40425, 0, 0, 1, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40430, 0, 1, 1, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40435, 0, 1, 1, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40440, 0, 0, 1, 0, 0, 1, 1, 1, 81, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
40445, 0, 0, 1, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40450, 0, 1, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40455, 0, 1, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40460, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40465, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40470, 0, 1, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40475, 0, 1, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40480, 0, 0, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
40485, 0, 0, 1, 0, 0, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
40490, 0, 1, 1, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
40495, 0, 1, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
40500, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40505, 0, 0, 0, 1, 1, 1, 1, 1, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40510, 1, 0, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40515, 1, 0, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40520, 1, 1, 0, 0, 0, 1, 1, 1, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
40525, 1, 1, 0, 0, 0, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40530, 0, 0, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40535, 0, 0, 1, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
40540, 0, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40545, 0, 1, 0, 1, 1, 1, 1, 1, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40550, 0, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40555, 0, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40560, 0, 1, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40565, 0, 1, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40570, 0, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40575, 0, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40580, 0, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40585, 0, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
40590, 0, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
40595, 0, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
40600, 0, 1, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
40605, 0, 1, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
40610, 1, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
40615, 1, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
40620, 1, 1, 0, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
40625, 1, 1, 0, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
40630, 0, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40635, 0, 0, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40640, 0, 1, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
40645, 0, 1, 0, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
40650, 1, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
40655, 1, 0, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
40660, 1, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
40665, 1, 1, 0, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
40670, 1, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
40675, 1, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
40680, 0, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
40685, 0, 0, 0, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
40690, 0, 1, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
40695, 0, 1, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
40700, 0, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
40705, 0, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
40710, 0, 1, 1, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40715, 0, 1, 1, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40720, 0, 0, 1, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40725, 0, 0, 1, 0, 0, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
40730, 0, 1, 1, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40735, 0, 1, 1, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40740, 0, 0, 1, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40745, 0, 0, 1, 1, 1, 1, 1, 1, 21, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40750, 0, 1, 1, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40755, 0, 1, 1, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40760, 0, 0, 1, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 
40765, 0, 0, 1, 0, 0, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40770, 0, 1, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40775, 0, 1, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40780, 0, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40785, 0, 0, 1, 1, 1, 1, 1, 1, E3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40790, 0, 1, 1, 0, 0, 1, 1, 1, 1B, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
40795, 0, 1, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40800, 0, 0, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
40805, 0, 0, 1, 0, 0, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40810, 0, 1, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40815, 0, 1, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
40820, 0, 0, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
40825, 0, 0, 1, 1, 1, 1, 1, 1, 19, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
40830, 0, 1, 1, 0, 0, 1, 1, 1, C3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
40835, 0, 1, 0, 0, 0, 1, 1, 1, C3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 
40840, 0, 0, 0, 0, 0, 1, 1, 1, C3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
